epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,254.746,1.99462,1.54064,1.81522,0.03488,0.00937,0.01885,0.00459,2.49815,1.25107,2.72563,0.00011569,0.00011569,0.00011569
190,256.022,1.59527,1.42439,1.31537,0.03371,0.00937,0.01833,0.00477,2.44489,1.26145,2.68583,0.000107438,0.000107438,0.000107438
191,259.731,1.35726,1.61831,1.29459,0.03448,0.00937,0.01878,0.00518,2.4208,1.23853,2.67634,9.91865e-05,9.91865e-05,9.91865e-05
192,261.061,1.66023,1.27997,1.36242,0.03125,0.00937,0.01837,0.00484,2.38341,1.19006,2.72223,9.09349e-05,9.09349e-05,9.09349e-05
193,262.339,1.55012,1.43223,1.54577,0.0303,0.00937,0.0179,0.00505,2.36265,1.17374,2.74143,8.26832e-05,8.26832e-05,8.26832e-05
194,263.62,1.38388,1.23242,1.75965,0.03465,0.01094,0.02239,0.00626,2.35806,1.17178,2.74075,7.44316e-05,7.44316e-05,7.44316e-05
195,264.906,1.64537,1.52021,1.67107,0.03398,0.01094,0.02199,0.0064,2.35893,1.16269,2.75623,6.61799e-05,6.61799e-05,6.61799e-05
196,266.239,2.02974,1.51205,1.87077,0.04603,0.01094,0.02108,0.00661,2.36216,1.14655,2.77312,5.79283e-05,5.79283e-05,5.79283e-05
197,267.538,2.1458,1.25003,1.90338,0.05027,0.01094,0.02031,0.00635,2.35853,1.13142,2.78006,4.96766e-05,4.96766e-05,4.96766e-05
198,268.847,1.64197,1.48066,1.79844,0.08512,0.01094,0.02034,0.00631,2.35133,1.11608,2.77299,4.1425e-05,4.1425e-05,4.1425e-05
199,270.141,1.47831,1.18398,1.45049,0.02893,0.01094,0.01772,0.00578,2.35338,1.10985,2.78156,3.31733e-05,3.31733e-05,3.31733e-05
200,271.452,1.83552,1.51114,1.66054,0.1074,0.00937,0.01487,0.00569,2.35705,1.0873,2.75863,2.49217e-05,2.49217e-05,2.49217e-05
