                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.47064,                0.27718,                0.85324,                0.99738,                      1,                  0.995,                0.96479,                 0.3301,                0.19678,                0.77471,             0.00066726,             0.00066726,             0.00066726
                    161,                0.43005,                0.26076,                0.82297,                0.99727,                      1,                  0.995,                0.96311,                0.32622,                0.19936,                0.77412,             0.00065822,             0.00065822,             0.00065822
                    162,                0.41342,                0.26533,                0.79988,                 0.9972,                      1,                  0.995,                0.95951,                0.32197,                0.19413,                 0.7743,              0.0006492,              0.0006492,              0.0006492
                    163,                0.39956,                0.24861,                0.80528,                0.99719,                      1,                  0.995,                0.96651,                0.29723,                0.18042,                0.77054,             0.00064021,             0.00064021,             0.00064021
                    164,                0.38607,                0.24838,                0.80335,                0.99734,                      1,                  0.995,                0.96818,                0.29447,                0.18624,                0.76996,             0.00063125,             0.00063125,             0.00063125
                    165,                0.87624,                0.58043,                 1.0748,                0.99754,                      1,                  0.995,                0.96127,                0.32103,                0.19612,                0.77237,             0.00062231,             0.00062231,             0.00062231
                    166,                0.47546,                0.33353,                0.86271,                0.99783,                      1,                  0.995,                0.95621,                0.31129,                0.19407,                0.77128,              0.0006134,              0.0006134,              0.0006134
                    167,                0.40875,                0.25744,                0.82439,                0.99786,                      1,                  0.995,                0.95163,                0.29988,                0.18855,                0.77183,             0.00060452,             0.00060452,             0.00060452
                    168,                0.42051,                0.24612,                0.84235,                0.99767,                      1,                  0.995,                0.95226,                0.29956,                0.18644,                0.77058,             0.00059567,             0.00059567,             0.00059567
                    169,                0.39115,                0.24596,                0.82357,                0.99756,                      1,                  0.995,                0.96028,                0.29391,                0.18333,                0.76998,             0.00058684,             0.00058684,             0.00058684
                    170,                0.37101,                0.23767,                0.82454,                0.99756,                      1,                  0.995,                0.96823,                0.30533,                0.18763,                0.77067,             0.00057806,             0.00057806,             0.00057806
                    171,                  0.392,                0.24764,                0.80437,                0.99747,                      1,                  0.995,                0.96489,                0.31074,                0.18396,                0.77208,              0.0005693,              0.0005693,              0.0005693
                    172,                0.37078,                0.24498,                0.79732,                0.99734,                      1,                  0.995,                 0.9563,                0.32004,                0.18604,                0.77329,             0.00056058,             0.00056058,             0.00056058
                    173,                0.39335,                0.23986,                0.81074,                0.99742,                      1,                  0.995,                0.95482,                0.31765,                0.18252,                0.77501,             0.00055189,             0.00055189,             0.00055189
                    174,                0.44917,                 0.2714,                0.80824,                0.99754,                      1,                  0.995,                0.95381,                0.30672,                0.18044,                 0.7719,             0.00054324,             0.00054324,             0.00054324
                    175,                0.39505,                0.24924,                0.80589,                0.99761,                      1,                  0.995,                0.97117,                0.30374,                0.18038,                0.77042,             0.00053463,             0.00053463,             0.00053463
                    176,                0.41563,                0.25458,                0.81778,                0.99757,                      1,                  0.995,                0.95944,                0.30448,                0.18187,                0.77024,             0.00052606,             0.00052606,             0.00052606
                    177,                0.35754,                0.24245,                0.79842,                0.99755,                      1,                  0.995,                0.96002,                0.30217,                0.18154,                0.76823,             0.00051752,             0.00051752,             0.00051752
                    178,                0.41666,                0.25468,                0.82293,                0.99742,                      1,                  0.995,                0.95908,                0.29838,                0.18429,                0.76616,             0.00050903,             0.00050903,             0.00050903
                    179,                0.39013,                 0.2382,                0.82958,                0.99727,                      1,                  0.995,                0.96866,                0.29419,                0.18261,                0.76642,             0.00050058,             0.00050058,             0.00050058
                    180,                 0.3674,                0.24444,                0.80154,                0.99715,                      1,                  0.995,                 0.9646,                0.28698,                0.17791,                0.76633,             0.00049217,             0.00049217,             0.00049217
                    181,                0.38523,                0.23966,                 0.8327,                0.99716,                      1,                  0.995,                 0.9684,                0.28623,                0.17939,                0.76675,             0.00048381,             0.00048381,             0.00048381
                    182,                0.39158,                0.22998,                0.81036,                0.99718,                      1,                  0.995,                0.96795,                0.28601,                0.17622,                  0.767,             0.00047549,             0.00047549,             0.00047549
                    183,                0.38995,                0.23964,                0.80666,                0.99728,                      1,                  0.995,                0.97417,                0.28308,                 0.1716,                0.76697,             0.00046722,             0.00046722,             0.00046722
                    184,                0.35444,                0.22024,                0.80487,                 0.9974,                      1,                  0.995,                0.97616,                0.27259,                0.16914,                0.76446,             0.00045899,             0.00045899,             0.00045899
                    185,                0.32978,                0.21655,                0.78186,                 0.9976,                      1,                  0.995,                0.97539,                0.27188,                0.17118,                0.76291,             0.00045082,             0.00045082,             0.00045082
                    186,                0.35069,                0.23963,                0.81146,                0.99769,                      1,                  0.995,                0.97354,                0.28186,                0.17798,                0.76303,             0.00044269,             0.00044269,             0.00044269
                    187,                0.36742,                0.23608,                 0.7938,                0.99773,                      1,                  0.995,                0.96872,                0.29423,                0.18507,                0.76448,             0.00043461,             0.00043461,             0.00043461
                    188,                0.36593,                 0.2291,                0.82124,                0.99781,                      1,                  0.995,                0.96678,                0.29641,                0.18543,                0.76685,             0.00042658,             0.00042658,             0.00042658
                    189,                0.40267,                 0.2509,                0.81716,                0.99775,                      1,                  0.995,                 0.9697,                0.29319,                0.18936,                0.76673,             0.00041861,             0.00041861,             0.00041861
                    190,                0.35116,                0.23109,                0.79673,                0.99767,                      1,                  0.995,                0.98102,                0.28458,                0.18348,                 0.7656,             0.00041069,             0.00041069,             0.00041069
                    191,                0.35997,                0.22265,                 0.7898,                0.99769,                      1,                  0.995,                0.98469,                0.26418,                 0.1758,                0.76254,             0.00040282,             0.00040282,             0.00040282
                    192,                0.35661,                0.22858,                 0.8015,                0.99775,                      1,                  0.995,                 0.9803,                0.26949,                0.17333,                0.76397,             0.00039501,             0.00039501,             0.00039501
                    193,                 0.3915,                0.24521,                0.79911,                0.99776,                      1,                  0.995,                0.98346,                0.27633,                0.17569,                0.76385,             0.00038725,             0.00038725,             0.00038725
                    194,                0.34064,                0.22131,                0.79174,                0.99787,                      1,                  0.995,                0.98089,                0.26752,                0.17659,                0.76239,             0.00037956,             0.00037956,             0.00037956
                    195,                0.32586,                0.21601,                0.78718,                0.99796,                      1,                  0.995,                0.98505,                0.25572,                0.17054,                0.76185,             0.00037192,             0.00037192,             0.00037192
                    196,                0.36114,                 0.2281,                0.80091,                0.99798,                      1,                  0.995,                0.98204,                0.26298,                0.17223,                 0.7638,             0.00036434,             0.00036434,             0.00036434
                    197,                0.39031,                0.23402,                0.82847,                 0.9979,                      1,                  0.995,                0.97494,                0.27415,                0.16931,                0.76563,             0.00035682,             0.00035682,             0.00035682
                    198,                0.37947,                0.23592,                0.80497,                0.99784,                      1,                  0.995,                0.97229,                0.27972,                0.17392,                0.76643,             0.00034936,             0.00034936,             0.00034936
                    199,                0.35644,                0.23684,                0.80502,                0.99785,                      1,                  0.995,                0.98056,                0.26783,                0.17058,                0.76464,             0.00034196,             0.00034196,             0.00034196
                    200,                0.35565,                0.22747,                0.80542,                0.99784,                      1,                  0.995,                0.98174,                0.25679,                0.16911,                0.76223,             0.00033462,             0.00033462,             0.00033462
                    201,                0.36897,                0.22992,                0.81131,                0.99778,                      1,                  0.995,                0.98414,                0.24321,                0.16225,                0.75996,             0.00032735,             0.00032735,             0.00032735
                    202,                0.44965,                 0.2614,                0.85842,                0.99766,                      1,                  0.995,                0.98209,                0.23707,                 0.1592,                0.75947,             0.00032015,             0.00032015,             0.00032015
                    203,                0.37928,                0.23981,                0.82373,                0.99754,                      1,                  0.995,                0.98674,                 0.2347,                0.16066,                 0.7596,             0.00031301,             0.00031301,             0.00031301
                    204,                 0.3738,                0.23179,                0.80693,                0.99752,                      1,                  0.995,                 0.9857,                0.23957,                0.16243,                0.76008,             0.00030593,             0.00030593,             0.00030593
                    205,                0.37601,                0.22335,                0.82174,                0.99746,                      1,                  0.995,                0.98807,                0.23694,                0.16074,                0.75901,             0.00029893,             0.00029893,             0.00029893
                    206,                0.34378,                0.23247,                0.79777,                0.99746,                      1,                  0.995,                0.99059,                0.22577,                0.15332,                0.75784,             0.00029199,             0.00029199,             0.00029199
                    207,                0.34272,                0.21808,                0.80224,                0.99746,                      1,                  0.995,                0.98488,                0.22171,                0.15571,                0.75816,             0.00028512,             0.00028512,             0.00028512
                    208,                0.32351,                 0.2183,                0.80772,                 0.9975,                      1,                  0.995,                0.98663,                0.21855,                0.14965,                0.75762,             0.00027832,             0.00027832,             0.00027832
                    209,                 0.3378,                0.22726,                0.80421,                0.99753,                      1,                  0.995,                0.99162,                0.21307,                0.15782,                0.75715,             0.00027159,             0.00027159,             0.00027159
                    210,                0.35123,                0.20542,                0.78676,                0.99755,                      1,                  0.995,                0.99183,                0.22065,                0.15226,                0.75784,             0.00026494,             0.00026494,             0.00026494
                    211,                0.34162,                0.21483,                0.82574,                0.99759,                      1,                  0.995,                0.98648,                0.22775,                0.15843,                0.75892,             0.00025836,             0.00025836,             0.00025836
                    212,                0.30131,                0.19928,                0.77918,                0.99756,                      1,                  0.995,                0.98715,                0.22346,                0.15735,                0.75894,             0.00025185,             0.00025185,             0.00025185
                    213,                0.31712,                0.20374,                0.79876,                0.99754,                      1,                  0.995,                0.98913,                0.21938,                0.15534,                0.75854,             0.00024541,             0.00024541,             0.00024541
                    214,                0.32192,                0.23362,                0.81472,                0.99748,                      1,                  0.995,                0.98698,                 0.2264,                0.15593,                0.75883,             0.00023905,             0.00023905,             0.00023905
                    215,                0.33532,                0.21634,                0.80468,                0.99744,                      1,                  0.995,                0.98682,                0.22769,                0.15365,                0.75914,             0.00023277,             0.00023277,             0.00023277
                    216,                0.32497,                0.21541,                0.79547,                0.99745,                      1,                  0.995,                0.98887,                0.22571,                 0.1521,                0.75863,             0.00022656,             0.00022656,             0.00022656
                    217,                0.35721,                0.21444,                0.82042,                0.99742,                      1,                  0.995,                0.98681,                0.22458,                0.15298,                 0.7588,             0.00022043,             0.00022043,             0.00022043
                    218,                 0.3383,                0.20597,                 0.8035,                0.99743,                      1,                  0.995,                0.99084,                0.21807,                0.15472,                  0.758,             0.00021437,             0.00021437,             0.00021437
                    219,                0.32534,                0.20759,                0.80349,                0.99741,                      1,                  0.995,                0.98977,                0.21018,                0.15358,                0.75778,              0.0002084,              0.0002084,              0.0002084
                    220,                 0.2936,                0.19443,                0.81522,                0.99746,                      1,                  0.995,                0.98968,                0.21039,                0.15077,                0.75771,             0.00020251,             0.00020251,             0.00020251
                    221,                0.30771,                0.19201,                0.78551,                0.99746,                      1,                  0.995,                0.98968,                0.21209,                0.14859,                0.75699,              0.0001967,              0.0001967,              0.0001967
                    222,                0.23217,                0.53858,                 0.5941,                0.99746,                      1,                  0.995,                0.98925,                0.21592,                0.14587,                0.75761,             0.00019096,             0.00019096,             0.00019096
                    223,                0.31653,                0.21322,                  0.788,                0.99905,                      1,                  0.995,                0.98926,                0.21438,                0.14634,                0.75778,             0.00018531,             0.00018531,             0.00018531
                    224,                0.36762,                0.22122,                0.81132,                0.99906,                      1,                  0.995,                0.98814,                0.21069,                0.14854,                0.75702,             0.00017975,             0.00017975,             0.00017975
                    225,                0.30558,                0.20352,                0.79519,                0.99908,                      1,                  0.995,                0.98964,                0.20634,                0.14555,                0.75609,             0.00017426,             0.00017426,             0.00017426
                    226,                0.28472,                0.18735,                0.78513,                0.99908,                      1,                  0.995,                0.98808,                0.20654,                0.14472,                0.75639,             0.00016886,             0.00016886,             0.00016886
                    227,                0.31372,                0.19525,                0.79362,                0.99752,                      1,                  0.995,                0.98807,                0.20682,                0.14777,                0.75653,             0.00016355,             0.00016355,             0.00016355
                    228,                0.29854,                  0.199,                0.77835,                 0.9976,                      1,                  0.995,                0.98812,                0.20217,                0.14506,                0.75658,             0.00015832,             0.00015832,             0.00015832
                    229,                 0.4513,                0.27058,                0.83549,                0.99762,                      1,                  0.995,                0.98829,                0.20184,                0.14345,                 0.7567,             0.00015317,             0.00015317,             0.00015317
                    230,                0.29981,                0.20663,                0.80524,                 0.9976,                      1,                  0.995,                0.98835,                0.20356,                0.14246,                0.75657,             0.00014812,             0.00014812,             0.00014812
                    231,                0.35422,                0.23009,                0.79061,                0.99761,                      1,                  0.995,                0.98961,                0.20528,                0.14161,                0.75645,             0.00014315,             0.00014315,             0.00014315
                    232,                0.32506,                0.21101,                0.80129,                0.99757,                      1,                  0.995,                0.98826,                0.20506,                0.14572,                0.75666,             0.00013827,             0.00013827,             0.00013827
                    233,                0.32171,                0.38868,                 0.7971,                 0.9976,                      1,                  0.995,                 0.9896,                0.20599,                0.14908,                0.75708,             0.00013347,             0.00013347,             0.00013347
                    234,                0.33897,                  0.212,                0.80274,                0.99906,                      1,                  0.995,                0.98965,                0.20503,                0.14502,                0.75686,             0.00012877,             0.00012877,             0.00012877
                    235,                 0.3134,                0.20555,                0.81999,                0.99757,                      1,                  0.995,                 0.9879,                 0.2042,                0.14628,                0.75662,             0.00012416,             0.00012416,             0.00012416
                    236,                0.28972,                0.18415,                0.78969,                0.99759,                      1,                  0.995,                0.98941,                0.20024,                 0.1433,                0.75646,             0.00011963,             0.00011963,             0.00011963
                    237,                0.33061,                0.21894,                0.82539,                0.99755,                      1,                  0.995,                0.99144,                0.19744,                0.14147,                0.75628,              0.0001152,              0.0001152,              0.0001152
                    238,                0.31495,                0.20899,                0.79463,                0.99755,                      1,                  0.995,                0.99144,                0.19805,                0.13991,                0.75589,             0.00011086,             0.00011086,             0.00011086
                    239,                0.31232,                0.19932,                0.79146,                 0.9975,                      1,                  0.995,                0.98969,                0.19645,                0.14007,                0.75534,             0.00010661,             0.00010661,             0.00010661
                    240,                0.30666,                0.20806,                0.78808,                 0.9975,                      1,                  0.995,                0.99141,                0.19259,                0.14288,                0.75515,             0.00010245,             0.00010245,             0.00010245
                    241,                0.28889,                0.19651,                0.77591,                0.99752,                      1,                  0.995,                0.98931,                0.19164,                0.14358,                0.75521,             9.8387e-05,             9.8387e-05,             9.8387e-05
                    242,                0.31141,                0.20656,                0.79363,                 0.9975,                      1,                  0.995,                0.98935,                0.18877,                0.13888,                 0.7552,             9.4417e-05,             9.4417e-05,             9.4417e-05
                    243,                0.31288,                0.21367,                 0.8158,                 0.9975,                      1,                  0.995,                0.99223,                0.18774,                 0.1387,                0.75487,             9.0541e-05,             9.0541e-05,             9.0541e-05
                    244,                0.33514,                0.23253,                0.81171,                0.99751,                      1,                  0.995,                0.99219,                0.18373,                0.13645,                0.75486,             8.6759e-05,             8.6759e-05,             8.6759e-05
                    245,                0.28738,                0.20582,                 0.8013,                 0.9975,                      1,                  0.995,                0.99409,                 0.1834,                 0.1332,                0.75515,             8.3073e-05,             8.3073e-05,             8.3073e-05
                    246,                0.29609,                0.19745,                0.79495,                0.99749,                      1,                  0.995,                0.99412,                0.18274,                0.13439,                0.75504,             7.9482e-05,             7.9482e-05,             7.9482e-05
                    247,                0.28099,                0.18611,                0.79072,                0.99749,                      1,                  0.995,                0.99412,                0.18211,                0.13525,                0.75515,             7.5987e-05,             7.5987e-05,             7.5987e-05
                    248,                0.59248,                0.36139,                0.89888,                 0.9975,                      1,                  0.995,                0.99412,                 0.1846,                0.13701,                0.75548,             7.2588e-05,             7.2588e-05,             7.2588e-05
                    249,                0.28555,                0.19312,                0.80633,                0.99751,                      1,                  0.995,                0.99133,                0.18592,                0.13822,                0.75553,             6.9287e-05,             6.9287e-05,             6.9287e-05
                    250,                0.27774,                0.17894,                0.79776,                0.99748,                      1,                  0.995,                0.99141,                0.18918,                0.13469,                0.75552,             6.6082e-05,             6.6082e-05,             6.6082e-05
                    251,                0.30849,                0.20282,                0.79073,                0.99749,                      1,                  0.995,                0.99152,                0.18785,                0.13282,                0.75507,             6.2976e-05,             6.2976e-05,             6.2976e-05
                    252,                0.29104,                0.19936,                0.77466,                0.99751,                      1,                  0.995,                0.99152,                0.18792,                0.13565,                0.75494,             5.9967e-05,             5.9967e-05,             5.9967e-05
                    253,                0.35105,                0.20682,                 0.8046,                0.99751,                      1,                  0.995,                0.99146,                0.18956,                0.13486,                0.75497,             5.7056e-05,             5.7056e-05,             5.7056e-05
                    254,                0.31262,                  0.195,                0.78263,                0.99753,                      1,                  0.995,                0.99138,                0.19002,                0.13717,                0.75459,             5.4245e-05,             5.4245e-05,             5.4245e-05
                    255,                 0.2826,                0.19825,                0.80459,                0.99752,                      1,                  0.995,                0.99139,                0.18849,                0.13388,                0.75424,             5.1533e-05,             5.1533e-05,             5.1533e-05
                    256,                0.30437,                0.21511,                 0.8016,                0.99753,                      1,                  0.995,                0.99139,                0.18892,                0.13818,                0.75401,              4.892e-05,              4.892e-05,              4.892e-05
                    257,                0.36246,                0.22227,                0.80405,                0.99754,                      1,                  0.995,                0.99415,                0.18775,                0.13614,                0.75455,             4.6407e-05,             4.6407e-05,             4.6407e-05
                    258,                0.41835,                0.23266,                0.88538,                0.99757,                      1,                  0.995,                0.99417,                0.18855,                 0.1348,                0.75516,             4.3994e-05,             4.3994e-05,             4.3994e-05
                    259,                0.28147,                0.19046,                 0.7892,                0.99757,                      1,                  0.995,                0.99132,                0.18674,                0.13519,                0.75529,             4.1681e-05,             4.1681e-05,             4.1681e-05
                    260,                0.27879,                0.18392,                0.78417,                0.99758,                      1,                  0.995,                0.99419,                0.18678,                0.13433,                0.75558,             3.9469e-05,             3.9469e-05,             3.9469e-05
                    261,                0.34905,                0.20358,                0.84126,                0.99758,                      1,                  0.995,                0.99419,                0.18548,                0.13178,                0.75526,             3.7359e-05,             3.7359e-05,             3.7359e-05
                    262,                0.27689,                 0.1815,                 0.7832,                0.99759,                      1,                  0.995,                0.99419,                0.18298,                0.13376,                0.75499,             3.5349e-05,             3.5349e-05,             3.5349e-05
                    263,                0.24953,                0.19716,                0.80593,                0.99759,                      1,                  0.995,                0.99419,                0.18195,                0.13117,                0.75449,             3.3441e-05,             3.3441e-05,             3.3441e-05
                    264,                0.27226,                0.17678,                0.77848,                0.99756,                      1,                  0.995,                0.99419,                0.17933,                0.13389,                0.75436,             3.1635e-05,             3.1635e-05,             3.1635e-05
                    265,                0.28107,                0.19465,                0.80892,                0.99758,                      1,                  0.995,                0.99224,                0.17933,                0.13307,                0.75402,             2.9931e-05,             2.9931e-05,             2.9931e-05
                    266,                0.29359,                0.18071,                0.82409,                0.99756,                      1,                  0.995,                0.99224,                0.17928,                 0.1319,                0.75387,             2.8329e-05,             2.8329e-05,             2.8329e-05
                    267,                0.30073,                0.20502,                0.78678,                0.99757,                      1,                  0.995,                0.98998,                0.17949,                0.13507,                0.75361,             2.6829e-05,             2.6829e-05,             2.6829e-05
                    268,                 0.2506,                0.17566,                0.78263,                0.99756,                      1,                  0.995,                0.99224,                 0.1793,                 0.1352,                 0.7537,             2.5432e-05,             2.5432e-05,             2.5432e-05
                    269,                0.26709,                0.18968,                0.78841,                0.99755,                      1,                  0.995,                0.99008,                0.17893,                0.13559,                0.75368,             2.4138e-05,             2.4138e-05,             2.4138e-05
                    270,                0.26769,                0.17939,                0.78373,                0.99757,                      1,                  0.995,                0.99224,                0.17925,                0.13457,                0.75361,             2.2947e-05,             2.2947e-05,             2.2947e-05
                    271,                0.29501,                0.18616,                0.79072,                0.99753,                      1,                  0.995,                 0.9901,                0.18055,                0.13698,                0.75377,             2.1858e-05,             2.1858e-05,             2.1858e-05
                    272,                0.32436,                0.18048,                0.77568,                0.99749,                      1,                  0.995,                0.99005,                0.18375,                0.13673,                0.75408,             2.0873e-05,             2.0873e-05,             2.0873e-05
                    273,                0.31113,                0.17495,                0.79798,                0.99742,                      1,                  0.995,                0.99224,                0.18704,                0.13959,                0.75443,             1.9992e-05,             1.9992e-05,             1.9992e-05
                    274,                0.30755,                0.18738,                0.76453,                0.99736,                      1,                  0.995,                0.98899,                0.18772,                0.13929,                0.75471,             1.9214e-05,             1.9214e-05,             1.9214e-05
                    275,                0.27356,                0.17325,                0.79189,                0.99732,                      1,                  0.995,                0.98897,                0.18932,                0.13767,                0.75497,             1.8539e-05,             1.8539e-05,             1.8539e-05
                    276,                0.30275,                0.18499,                0.78653,                0.99726,                      1,                  0.995,                0.98897,                0.19134,                0.13703,                0.75504,             1.7968e-05,             1.7968e-05,             1.7968e-05
                    277,                0.27493,                0.16082,                0.76604,                0.99723,                      1,                  0.995,                0.98893,                0.19271,                0.13743,                0.75528,             1.7501e-05,             1.7501e-05,             1.7501e-05
                    278,                0.37049,                 0.2256,                0.82449,                0.99711,                      1,                  0.995,                0.98894,                0.19777,                0.13807,                0.75555,             1.7137e-05,             1.7137e-05,             1.7137e-05
                    279,                0.25761,                0.16361,                0.77791,                0.99709,                      1,                  0.995,                0.98894,                0.19819,                 0.1382,                0.75564,             1.6878e-05,             1.6878e-05,             1.6878e-05
                    280,                0.32747,                0.19195,                0.78322,                0.99706,                      1,                  0.995,                0.98887,                0.20059,                0.14102,                0.75574,             1.6722e-05,             1.6722e-05,             1.6722e-05
