epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,81.2693,1.03419,0.51412,1.09263,0.98719,0.99539,0.99473,0.74437,1.02352,0.48267,1.12454,0.00119666,0.00119666,0.00119666
59,82.6424,1.05936,0.52285,1.07401,0.9876,0.99725,0.99474,0.73447,1.06845,0.4871,1.13712,0.0011884,0.0011884,0.0011884
60,84.0598,1.04209,0.51176,1.08407,0.98824,0.98347,0.99409,0.73523,1.04385,0.48647,1.14568,0.00118015,0.00118015,0.00118015
61,85.4342,1.01794,0.50347,1.05588,0.98653,0.98234,0.99401,0.73784,1.06355,0.49557,1.17263,0.0011719,0.0011719,0.0011719
62,86.7582,1.07043,0.50965,1.06087,0.98807,0.98711,0.99367,0.74766,1.05227,0.48103,1.15854,0.00116365,0.00116365,0.00116365
63,88.0789,1.04565,0.49663,1.04069,0.99067,0.98472,0.99404,0.74366,1.04815,0.49127,1.14251,0.0011554,0.0011554,0.0011554
64,89.4196,1.02096,0.48465,1.04742,0.98591,0.99099,0.99472,0.75479,0.95537,0.45854,1.0866,0.00114715,0.00114715,0.00114715
65,90.8067,0.99241,0.50558,1.01836,0.98531,0.99183,0.99478,0.76413,0.93614,0.45283,1.07233,0.00113889,0.00113889,0.00113889
66,92.1914,0.96246,0.49597,1.0352,0.99319,0.98741,0.99483,0.77695,0.89725,0.44209,1.05337,0.00113064,0.00113064,0.00113064
67,93.573,0.99921,0.49343,1.03934,0.98841,0.99021,0.99479,0.77774,0.91717,0.42767,1.06403,0.00112239,0.00112239,0.00112239
68,94.9925,0.95911,0.47389,1.03346,0.98961,0.99601,0.99485,0.79486,0.86189,0.40428,1.04238,0.00111414,0.00111414,0.00111414
69,96.3787,0.97963,0.478,1.04771,0.99361,0.9896,0.99475,0.78148,0.89279,0.41541,1.06272,0.00110589,0.00110589,0.00110589
70,97.7393,0.99226,0.48819,1.02675,0.99264,0.98724,0.99478,0.77185,0.9455,0.43165,1.07943,0.00109764,0.00109764,0.00109764
71,99.0693,0.98645,0.49284,1.0233,0.9931,0.98886,0.99469,0.78407,0.90909,0.41873,1.06545,0.00108938,0.00108938,0.00108938
72,100.417,0.97737,0.4684,1.01083,0.99433,0.99157,0.9948,0.78694,0.93008,0.42706,1.08271,0.00108113,0.00108113,0.00108113
73,101.766,0.94438,0.48572,1.04041,0.99997,0.99155,0.99495,0.77951,0.92475,0.42709,1.07798,0.00107288,0.00107288,0.00107288
74,103.127,0.99525,0.47436,1.01564,1,0.99069,0.99495,0.74715,0.9997,0.44017,1.11797,0.00106463,0.00106463,0.00106463
75,104.478,0.95616,0.47102,1.02995,0.99223,0.99934,0.9949,0.76625,0.94092,0.41824,1.07376,0.00105638,0.00105638,0.00105638
76,105.846,0.95413,0.46461,1.04107,0.98418,1,0.99488,0.77341,0.88461,0.40445,1.04858,0.00104813,0.00104813,0.00104813
77,107.194,0.95404,0.46983,1.00495,0.98537,0.99726,0.99487,0.76352,0.93443,0.41785,1.08204,0.00103987,0.00103987,0.00103987
78,108.522,0.94999,0.46271,0.99539,0.98405,0.99375,0.99489,0.76721,0.91714,0.41522,1.07292,0.00103162,0.00103162,0.00103162
79,109.883,0.94394,0.466,1.01227,0.98743,0.99297,0.99498,0.79042,0.84625,0.40483,1.03426,0.00102337,0.00102337,0.00102337
80,111.22,0.93368,0.46637,1.02446,0.9865,0.99441,0.99498,0.77999,0.86222,0.41079,1.03809,0.00101512,0.00101512,0.00101512
81,112.554,0.91525,0.46868,0.99093,0.98585,0.9947,0.99494,0.77868,0.89116,0.41026,1.04804,0.00100687,0.00100687,0.00100687
82,113.91,0.91956,0.46812,1.00823,0.99396,0.99526,0.995,0.78817,0.85529,0.3971,1.01777,0.000998616,0.000998616,0.000998616
83,115.232,0.93708,0.45699,1.02507,0.99465,0.99498,0.995,0.80116,0.84408,0.38996,1.00511,0.000990365,0.000990365,0.000990365
84,116.621,0.88678,0.444,1.00142,0.99291,0.99853,0.995,0.80696,0.82816,0.37784,1.00768,0.000982113,0.000982113,0.000982113
85,118.06,0.90744,0.4464,0.97549,0.9955,0.99825,0.995,0.80388,0.82367,0.38021,1.01071,0.000973861,0.000973861,0.000973861
86,119.296,0.90353,0.46135,0.99508,0.99719,1,0.99495,0.79339,0.81795,0.38284,1.01671,0.00096561,0.00096561,0.00096561
87,120.524,0.87109,0.43702,0.96141,0.99636,1,0.99498,0.79479,0.80557,0.3901,1.01499,0.000957358,0.000957358,0.000957358
88,121.776,0.89188,0.46033,1.00518,0.99592,0.99919,0.995,0.81019,0.78019,0.37216,0.99395,0.000949106,0.000949106,0.000949106
89,123.069,0.88865,0.43471,0.96436,0.99906,0.99884,0.995,0.79848,0.83069,0.38022,1.01155,0.000940855,0.000940855,0.000940855
90,124.329,0.8908,0.44172,0.98275,0.99626,0.99958,0.995,0.79718,0.80299,0.37924,0.99242,0.000932603,0.000932603,0.000932603
91,125.581,0.8929,0.43978,0.98247,0.9945,0.99908,0.995,0.7931,0.82197,0.38735,0.99802,0.000924352,0.000924352,0.000924352
92,126.865,0.88173,0.43626,0.97724,0.99127,1,0.9949,0.82149,0.74923,0.37131,0.97511,0.0009161,0.0009161,0.0009161
93,128.126,0.92379,0.45544,0.98929,0.99333,1,0.9949,0.82774,0.74503,0.36991,0.98016,0.000907848,0.000907848,0.000907848
94,129.434,0.87967,0.42511,0.93692,0.99145,1,0.9949,0.83583,0.74314,0.36763,0.98407,0.000899597,0.000899597,0.000899597
95,130.71,0.84852,0.41902,0.94656,0.99263,1,0.99488,0.83264,0.73709,0.35724,0.97399,0.000891345,0.000891345,0.000891345
96,131.95,0.85053,0.42343,0.99766,0.9926,1,0.9949,0.8342,0.71271,0.3517,0.96423,0.000883093,0.000883093,0.000883093
97,133.191,0.7951,0.4089,0.94379,0.99222,1,0.99495,0.82491,0.72993,0.34894,0.97299,0.000874842,0.000874842,0.000874842
98,134.432,0.83048,0.42196,1.00027,0.99786,1,0.995,0.8332,0.71931,0.34206,0.96677,0.00086659,0.00086659,0.00086659
99,135.666,0.83864,0.42946,0.9647,0.99873,1,0.995,0.83316,0.75648,0.34863,0.98257,0.000858338,0.000858338,0.000858338
100,136.937,0.83936,0.41911,0.94598,0.99867,1,0.995,0.84063,0.74575,0.35516,0.97921,0.000850087,0.000850087,0.000850087
101,138.266,0.82885,0.40603,0.96718,0.99809,1,0.995,0.83113,0.7769,0.35912,0.98994,0.000841835,0.000841835,0.000841835
102,139.529,0.86877,0.43683,0.98029,0.99712,1,0.995,0.84169,0.73811,0.35258,0.97403,0.000833583,0.000833583,0.000833583
103,140.818,0.82502,0.42034,0.96932,0.99911,0.99979,0.995,0.83607,0.72746,0.35306,0.96744,0.000825332,0.000825332,0.000825332
104,142.098,0.79985,0.40341,0.94263,0.99352,1,0.9949,0.84251,0.73625,0.34373,0.96775,0.00081708,0.00081708,0.00081708
105,143.39,0.83132,0.41329,0.95242,0.994,0.99966,0.9949,0.84369,0.73679,0.35198,0.97012,0.000808828,0.000808828,0.000808828
106,144.689,0.78489,0.40756,0.95625,0.98918,0.99844,0.9948,0.85547,0.70284,0.35035,0.9571,0.000800577,0.000800577,0.000800577
107,146.024,0.78836,0.41512,0.94826,0.9892,0.99844,0.9948,0.85134,0.72306,0.35164,0.96093,0.000792325,0.000792325,0.000792325
108,147.252,0.75498,0.39551,0.95554,0.98765,0.99687,0.9948,0.8439,0.71865,0.35151,0.9659,0.000784073,0.000784073,0.000784073
109,148.481,0.76547,0.39734,0.94668,0.98886,0.99687,0.9949,0.85458,0.7031,0.34819,0.96382,0.000775822,0.000775822,0.000775822
110,149.704,0.75368,0.3905,0.92774,0.99354,0.99844,0.99495,0.8399,0.7463,0.3463,0.97551,0.00076757,0.00076757,0.00076757
111,150.936,0.77754,0.38951,0.94003,0.99419,0.99874,0.99495,0.84235,0.75282,0.34609,0.96833,0.000759318,0.000759318,0.000759318
112,152.173,0.77097,0.39307,0.95271,0.99442,0.99937,0.99495,0.83362,0.80094,0.35494,0.98242,0.000751067,0.000751067,0.000751067
113,153.384,0.77835,0.40109,0.95808,0.9944,0.99935,0.99495,0.84367,0.74661,0.34109,0.97048,0.000742815,0.000742815,0.000742815
114,154.602,0.78447,0.3986,0.94924,0.99413,0.99949,0.99495,0.84879,0.67582,0.32787,0.93932,0.000734564,0.000734564,0.000734564
115,155.891,0.78588,0.39115,0.94531,0.99989,0.99805,0.995,0.84889,0.67707,0.33348,0.93607,0.000726312,0.000726312,0.000726312
116,157.131,0.82295,0.41906,0.99594,0.99378,0.99696,0.99495,0.85419,0.66732,0.34124,0.93502,0.00071806,0.00071806,0.00071806
117,158.348,0.77887,0.40165,0.94821,0.9941,0.99601,0.99495,0.83822,0.70376,0.35017,0.94909,0.000709809,0.000709809,0.000709809
118,159.566,0.75664,0.39344,0.91766,0.99424,0.99581,0.99495,0.83575,0.70276,0.34419,0.94871,0.000701557,0.000701557,0.000701557
119,160.801,0.78194,0.41206,0.93797,0.99328,0.99631,0.99495,0.84679,0.69147,0.34062,0.93711,0.000693305,0.000693305,0.000693305
120,162.056,0.80494,0.40312,0.93204,0.99358,0.99965,0.99495,0.86314,0.63879,0.32848,0.91724,0.000685054,0.000685054,0.000685054
121,163.365,0.76435,0.38528,0.91997,1,0.99899,0.995,0.8742,0.60726,0.3196,0.90531,0.000676802,0.000676802,0.000676802
122,164.647,0.74077,0.37691,0.93847,0.9985,0.99841,0.995,0.874,0.61116,0.32173,0.91091,0.00066855,0.00066855,0.00066855
123,165.888,0.69774,0.36688,0.90849,0.99809,0.99883,0.995,0.86498,0.64236,0.33053,0.92391,0.000660299,0.000660299,0.000660299
124,167.169,0.74983,0.38615,0.93757,0.99706,0.99844,0.995,0.86799,0.62591,0.32563,0.91679,0.000652047,0.000652047,0.000652047
125,168.43,0.71126,0.36877,0.92349,0.99835,0.99844,0.995,0.86776,0.61681,0.31756,0.92223,0.000643795,0.000643795,0.000643795
126,169.698,0.72851,0.3807,0.92894,0.99875,0.99844,0.995,0.8622,0.65667,0.32818,0.94326,0.000635544,0.000635544,0.000635544
127,170.961,0.73015,0.38188,0.91765,0.9989,0.99844,0.995,0.85268,0.65275,0.33049,0.92914,0.000627292,0.000627292,0.000627292
128,172.24,0.73598,0.38718,0.94883,0.99937,0.99844,0.995,0.86554,0.60188,0.32076,0.90438,0.00061904,0.00061904,0.00061904
129,173.538,0.72944,0.38128,0.93625,0.9989,0.99687,0.995,0.86879,0.60973,0.31295,0.92352,0.000610789,0.000610789,0.000610789
130,174.8,0.71402,0.36773,0.91509,0.99939,0.99717,0.995,0.85692,0.65115,0.32008,0.94232,0.000602537,0.000602537,0.000602537
131,176.074,0.67121,0.35416,0.91961,0.99946,0.99729,0.995,0.87514,0.59207,0.30552,0.90979,0.000594286,0.000594286,0.000594286
132,177.346,0.6862,0.35318,0.90505,0.99914,0.99952,0.995,0.87237,0.59613,0.30574,0.90269,0.000586034,0.000586034,0.000586034
133,178.56,0.71692,0.36988,0.93461,0.99944,0.99973,0.995,0.88079,0.56776,0.30105,0.89314,0.000577782,0.000577782,0.000577782
134,179.833,0.69938,0.36314,0.92008,0.99946,0.99962,0.995,0.89089,0.54214,0.29582,0.88363,0.000569531,0.000569531,0.000569531
135,181.153,0.69733,0.36334,0.91021,0.99949,0.99962,0.995,0.88724,0.53955,0.2937,0.88417,0.000561279,0.000561279,0.000561279
